기술검토번호,요청일,영업담당자,제품그룹,Location,고객사,Enduser,담당자
ME20-568,2020-11-13 11:25,박준혁,Condensate Pumps,국내,한전케이피에스 주식회사 안동사업소,한전케이피에스 주식회사 안동사업소,이자영
ME20-567,2020-11-12 9:48,임현섭,Steam Traps,국내,유한회사 사조씨피케이 부평공장,유한회사 사조씨피케이 부평공장,이자영
ME20-566,2020-11-11 15:02,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME20-565,2020-11-11 9:38,HSY(중부),Water Treatment,국내,씨제이제일제당(주)소재인천3공장,씨제이제일제당(주)소재인천3공장,황규효(PC)
ME20-564,2020-11-11 8:46,HSY(중부),Water Treatment,국내,중앙대학교,중앙대학교,황규효(PC)
ME20-563,2020-11-10 16:56,KHW(해상),Condensate Pumps,국내,한화오션 (주),한화오션 (주),이영훈
ME20-562,2020-11-10 15:24,엄주석,Steam Traps,국내,(주)엘지생활건강,(주)엘지생활건강,이영훈
ME20-561,2020-11-09 15:32,장철민,SI Humidifiers,국내,에이스냉동공조(주),(주)앰코,박병호
ME20-560,2020-11-09 9:31,오영근,Other STAP,국내,(No_Tax)롯데케미칼(주)여수1공장,(No_Tax)롯데케미칼(주)여수1공장,이영훈
ME20-559,2020-11-06 15:42,장철민,Ancilaries,국내,(주)한양인더스트리,LG화학,박병호
ME20-558,2020-11-05 16:12,PWP(산업2),Heat Exchanger Packages,국내,삼영이앤이(주),주식회사 스테리싸이클코리아,이건호
ME20-557,2020-11-05 14:25,권혁미,Steam Traps,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME20-556,2020-11-05 9:03,HSE_김경복,Other STAP,국내,대웅바이오(주),대웅바이오(주),이자영
ME20-555,2020-11-04 11:31,DWC(인천),Steam Traps,국내,현대제철(주),현대제철(주),박병호
ME20-554,2020-11-04 10:00,HSL(SGS),Water Treatment,국내,(No_Tax)현대중공업(주)현대소각설비,(No_Tax)현대중공업(주)현대소각설비,황규효(PC)
ME20-553,2020-11-04 9:56,오영근,"기타(P&ID, etc.)",국내,예진엔지니어링,여천NCC(주)여수공장,박병호
ME20-552,2020-11-04 9:07,신의철,PNEL Controls,국내,주식회사 테크로스환경서비스,주식회사 테크로스환경서비스,이자영
ME20-550,2020-11-03 17:35,오영근,Ancilaries,국내,예진엔지니어링,지에스건설(주),이자영
ME20-549,2020-11-03 14:41,정숙현,Water Treatment,국내,(주)로터스엔지니어링,리뉴에너지경인 주식회사,황규효(PC)
ME20-548,2020-11-03 11:19,이후원(DO_G),Desuperheater & TVR,국내,지에스건설(주),지에스칼텍스(주),이영훈
ME20-547,2020-11-03 9:21,HSK(산업2),Water Treatment,국내,한솔이엠이주식회사 사용불가-> 30005538,엠함안 주식회사,황규효(PC)
ME20-546,2020-11-02 18:12,SGK(울산),Heat Exchanger Packages,국내,(주)야정,고려아연(주) 온산제련소,유명훈
ME20-545,2020-11-02 17:25,권민성,Condensate Pumps,국내,대신지하상가,대신지하상가,이자영
ME20-544,2020-11-02 16:07,양윤정,Heat Exchanger Packages,국내,비드이앤씨기술사사무소,(주)한강식품,유명훈
ME20-543,2020-11-02 9:22,임현섭,Steam Traps,국내,한국남동발전(주)영흥화력본부,한국남동발전(주)영흥화력본부,이자영
ME20-542,2020-10-30 16:06,임현섭,Sundry Products,국내,삼성바이오로직스 주식회사,삼성바이오로직스 주식회사,이자영
ME20-541,2020-10-30 11:05,KHW(해상),Ancilaries,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이자영
ME20-540,2020-10-30 11:10,PWP(산업2),Condensate Pumps,국내,디와이피엔에프(주),디와이피엔에프(주),박병호
ME20-539,2020-10-30 10:03,남철규,SI Humidifiers,국내,(주)삼화에이스,(주)삼화에이스,박병호
ME20-538,2020-10-29 17:20,김민곤,Other STAP,국내,에이치디현대케미칼주식회사,에이치디현대케미칼주식회사,이영훈
ME20-537,2020-10-29 9:53,박근국,Water Treatment,국내,(주)하림사료공장(만경지점),(주)하림사료공장(만경지점),황규효(PC)
ME20-536,2020-10-29 9:10,GHK(DO_G),Steam Traps,수출,삼성이앤에이(주),아람코 (ARAMCO),이영훈
ME20-535,2020-10-28 16:44,DWC(인천),Other STAP,국내,메인테크플랜트주식회사,SK인천석유화학(주),이영훈
ME20-534,2020-10-28 16:18,오영근,Other STAP,국내,지에스칼텍스(주)여수,지에스칼텍스(주)여수,이영훈
ME20-533,2020-10-28 10:25,HSE_김경복,Heat Exchanger Packages,국내,(주)한강식품,(주)한강식품,유명훈
ME20-532,2020-10-28 10:16,양윤정,Sundry Products,국내,(주)지케이이엔지,(주)지케이이엔지,박병호
ME20-531,2020-10-27 16:18,KYP(일반산업),PNEL Controls,국내,현대기계건설(주),LS전선 동해공장,유명훈
ME20-530,2020-10-27 11:03,임현섭,Heat Exchanger Packages,국내,유한회사 사조씨피케이 부평공장,유한회사 사조씨피케이 부평공장,유명훈
ME20-529,2020-10-27 9:15,김원근,Other STAP,수출,현대중공업(주)-선박,현대중공업(주)-선박,이영훈
ME20-528,2020-10-26 18:07,HSY(중부),Water Treatment,국내,씨제이제일제당(주)인천２공장,씨제이제일제당(주)인천２공장,황규효(PC)
ME20-527,2020-10-26 17:35,김원근,Other STAP,수출,현대중공업(주)-선박,현대중공업(주)-선박,이영훈
ME20-526,2020-10-26 16:44,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME20-525,2020-10-26 10:16,PWP(산업2),Other STAP,국내,건화엔지니어링,건화엔지니어링,이영훈
ME20-524,2020-10-23 10:42,PWP(산업2),Sundry Products,국내,건화엔지니어링,평택시청,이영훈
ME20-523,2020-10-23 8:39,신의철,Heat Exchanger Packages,국내,동희오토주식회사,동희오토주식회사,유명훈
ME20-522,2020-10-22 16:43,오영근,Ancilaries,국내,한화솔루션(주)여수,한화솔루션(주)여수,박병호
ME20-521,2020-10-22 9:14,남철규,SI Humidifiers,국내,(주)삼화에이스,(주)삼화에이스,박병호
ME20-520,2020-10-21 17:41,김금규,SG Humidifiers,국내,전북대학교병원,전북대학교병원,박병호
ME20-519,2020-10-21 9:40,김원근,Ancilaries,수출,현대중공업(주)-선박,현대중공업(주)-선박,이영훈
ME20-518,2020-10-20 14:02,KHW(해상),Steam Traps,국내,장엔지니어링,비에이치아이주식회사,이영훈
ME20-517,2020-10-20 10:35,HSK(산업2),Water Treatment,국내,한솔이엠이주식회사 사용불가-> 30005538,엠함안 주식회사,황규효(PC)
ME20-516,2020-10-19 17:14,오영근,Ancilaries,국내,주식회사 제이아이테크,한화솔루션(주)여수,이자영
ME20-515,2020-10-16 11:13,PWP(산업2),PNEL Controls,국내,주식회사 수원뉴파워,수원자원회수시설,박병호
ME20-514,2020-10-15 17:44,DWC(인천),Steam Traps,국내,SK인천석유화학(주),SK인천석유화학(주),박병호
ME20-513,2020-10-15 16:20,황태현,Ancilaries,국내,(주)한화건설,한화솔루션(주)여수,이영훈
ME20-512,2020-10-15 16:38,권혁미,Steam Traps,수출,SPIRAX UAE,SPIRAX UAE,유명훈
ME20-511,2020-10-15 16:05,엄주석,PNEL Controls,국내,(주)청호엔지니어링,듀폰코리아 (천안),김영민
ME20-510,2020-10-15 10:03,HSE_김경복,Steam Traps,국내,한화파워시스템주식회사,한화파워시스템주식회사,이자영
ME20-509,2020-10-14 17:33,SWP,PNEL Controls,국내,삼성엔지니어링,이연제약(충주),이영훈
ME20-508,2020-10-13 16:08,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME20-507,2020-10-13 8:42,김규현,SI Humidifiers,국내,주식회사 녹색에너지,엠코테크롤러지,박병호
ME20-506,2020-10-12 18:46,김원근,Other STAP,수출,현대중공업(주)-선박,현대중공업(주)-선박,이영훈
ME20-505,2020-10-12 16:41,양윤정,Sundry Products,국내,융도엔지니어링,거래처미상 ( INS 전용),이자영
ME20-504,2020-10-12 15:43,김원근,Other STAP,수출,현대중공업(주)-선박,현대중공업(주)-선박,이영훈
ME20-503,2020-10-12 11:27,HSL(SGS),Water Treatment,국내,경산제지(주),경산제지(주),황규효(PC)
ME20-502,2020-10-12 10:41,KHW(해상),Steam Traps,국내,비에이치아이주식회사,비에이치아이주식회사,이영훈
ME20-501,2020-10-12 10:33,KHW(해상),Steam Traps,국내,비에이치아이주식회사,비에이치아이주식회사,이영훈
ME20-500,2020-10-12 9:56,엄주석,PNEL Controls,국내,한양이엔지(주),듀폰코리아 (천안),박병호
ME20-499,2020-10-08 17:11,황수진,Other STAP,수출,대림산업(주)엔지니어링사업(사용불가->30002072),마덴 (MAADEN),이영훈
ME20-498,2020-10-08 16:33,황수진,Other STAP,수출,대림산업(주)엔지니어링사업(사용불가->30002072),마덴 (MAADEN),이영훈
ME20-497,2020-10-08 10:36,EPE_박진성,,수출,삼성전기(주)부산공장,삼성전기(주)부산공장,박병호
ME20-496,2020-10-07 10:12,엄주석,Heat Exchanger Packages,국내,대흥설비,(주)한강식품,유명훈
ME20-495,2020-10-06 18:47,박근국,,국내,롯데칠성음료(주)군산공장,롯데칠성음료(주)군산공장,박병호
ME20-494,2020-10-06 15:29,정숙현,Steam Traps,국내,삼성물산(주),삼성물산(주),김영민
ME20-493,2020-10-05 16:03,MJK_김언규,Heat Exchanger Packages,국내,주식회사포스코,주식회사포스코,권일태
ME20-492,2020-10-05 14:19,KHW(해상),Other STAP,국내,하이에어코리아(주),하이에어코리아(주),이영훈
ME20-491,2020-10-05 12:58,안광현,Water Treatment,국내,효성티앤씨(주) 울산공장,효성티앤씨(주) 울산공장,황규효(PC)
ME20-490,2020-10-05 11:15,신의철,Steam Traps,국내,한국서부발전(주)태안발전본부,한국서부발전(주)태안발전본부,유명훈
ME20-489,2020-10-05 10:38,김민곤,PNEL Controls,국내,에이치디현대오일뱅크(주),에이치디현대오일뱅크(주),이자영
ME20-488,2020-10-05 9:51,KHW(해상),Steam Traps,국내,비에이치아이주식회사,비에이치아이주식회사,이자영
ME20-487,2020-09-28 12:22,SYL(울산),PNEL Controls,국내,(주)티에스케이이앤피,(주)티에스케이이앤피,이자영
ME20-486,2020-09-28 11:13,임현섭,Other STAP,국내,신한열기(주),(주)삼양사 인천2공장,김영민
ME20-485,2020-09-25 14:53,동부이엔씨,PNEL Controls,국내,(No_Tax)코카콜라음료(주)여주,(No_Tax)코카콜라음료(주)여주,이자영
ME20-484,2020-09-24 15:01,조효진,Ancilaries,수출,삼성물산(주),삼성물산(주),이영훈
ME20-483,2020-09-24 14:22,조효진,Other STAP,국내,삼호건영(주),삼호건영(주),김영민
ME20-482,2020-09-24 11:42,KHW(해상),Steam Traps,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이영훈
ME20-481,2020-09-23 22:33,안광현,Heat Exchanger Packages,국내,(No_Tax)금호석유화학(주)울산고무공장,(No_Tax)금호석유화학(주)울산고무공장,이건호
ME20-480,2020-09-23 9:53,이윤석,PNEL Controls,국내,LIG넥스원(주),LIG넥스원(주),이건호
ME20-479,2020-09-23 9:43,권혁미,Steam Traps,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME20-478,2020-09-23 9:09,남철규,Water Treatment,국내,(주)탑에너지솔루션,(주)탑에너지솔루션,황규효(PC)
ME20-477,2020-09-22 19:11,KHW(해상),Other STAP,국내,하이에어코리아(주),하이에어코리아(주),이영훈
ME20-476,2020-09-22 16:44,김민곤,Steam Traps,수출,서해그린에너지㈜,서해그린에너지㈜,이영훈
ME20-475,2020-09-22 14:27,BSI(HVAC),Sundry Products,국내,주식회사한은이엔씨,에스케이에코플랜트(주),이자영
ME20-474,2020-09-22 11:13,엄주석,Ancilaries,국내,에스케이에코플랜트(주),(No_Tax)SK이노베이션 주식회사 울산 CLX,이영훈
ME20-473,2020-09-22 10:52,CYC(설계),Heat Exchanger Packages,국내,비드이앤씨기술사사무소,비드이앤씨기술사사무소,이건호
ME20-472,2020-09-21 9:24,오영근,Steam Traps,국내,한화솔루션(주)여수,한화솔루션(주)여수,이영훈
ME20-471,2020-09-18 17:16,임현섭,Ancilaries,국내,삼성바이오로직스 주식회사,삼성바이오로직스 주식회사,박병호
ME20-470,2020-09-18 14:56,김형욱,PNEL Controls,국내,한수테크니칼서비스(주),SK하이닉스(주)이천,이영훈
ME20-469,2020-09-17 15:05,남철규,SI Humidifiers,국내,(주)삼화에이스,(주)삼화에이스,박병호
ME20-468,2020-09-17 8:33,오영근,Other STAP,국내,예진엔지니어링,여천NCC(주)여수공장,이영훈
ME20-467,2020-09-16 9:59,BSI(HVAC),Sundry Products,국내,준제이엔씨(주),에스케이에코플랜트(주),박병호
ME20-466,2020-09-15 19:54,김원근,Ancilaries,수출,현대중공업(주)-선박,현대중공업(주)-선박,유명훈
ME20-465,2020-09-15 18:04,구태원,Heat Exchanger Packages,국내,세익엠이씨,삼성바이오로직스 주식회사,유명훈
ME20-464,2020-09-15 17:37,HSY(중부),Water Treatment,국내,한국가스공사인천기지본부,한국가스공사인천기지본부,황규효(PC)
ME20-463,2020-09-15 11:23,SWP,Steam Traps,국내,이넵스주식회사,이연제약(충주),유명훈
ME20-462,2020-09-15 8:32,남철규,ABCO,국내,주식회사 한신비텍,주식회사 한신비텍,김영민
ME20-461,2020-09-14 10:34,DWK(HVAC),SI Humidifiers,국내,(주)문명에이스,GC녹십자셀,박병호
ME20-460,2020-09-10 15:01,권혁미,Steam Traps,수출,SPIRAX UAE,SPIRAX UAE,이자영
ME20-459,2020-09-09 17:32,김원근,ABCO,국내,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,김영민
ME20-458,2020-09-09 17:30,김원근,Water Treatment,수출,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,황규효(PC)
ME20-457,2020-09-09 13:50,김규현,Water Treatment,국내,(주)대열보일러,정성식품(주),황규효(PC)
ME20-456,2020-09-09 11:50,HSK(산업2),Water Treatment,국내,이메이트기술(주),이메이트기술(주),황규효(PC)
ME20-454,2020-09-09 9:52,김규현,,국내,주식회사 녹색에너지,엠코테크롤러지,박병호
ME20-453,2020-09-08 18:47,KHW(해상),Other STAP,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,박병호
ME20-452,2020-09-08 15:59,오영근,PNEL Controls,국내,(No_Tax)주식회사 에스피티,(No_Tax)(주)엘지화학 (적량동),이자영
ME20-451,2020-09-08 9:44,SGK(울산),Steam Traps,국내,(주)야정,S-OIL(주)온산공장,이자영
ME20-450,2020-09-07 15:13,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME20-449,2020-09-07 13:14,BSI(HVAC),Sundry Products,국내,중원엔지니어링주식회사,가산메트로 지식산업센터,이자영
ME20-448,2020-09-07 8:48,PWP(산업2),Condensate Pumps,국내,(주)디티에스,(주)테크로스,이건호
ME20-447,2020-09-04 8:35,SWP,Steam Traps,국내,이연제약(충주),이연제약(충주),이자영
ME20-446,2020-09-03 13:55,김규현,SI Humidifiers,국내,주식회사 녹색에너지,이연제약(주),박병호
ME20-445,2020-09-03 13:50,THK(설계),Clean & Pure Steam Generators,국내,선진설비콘설탄트,선진설비콘설탄트,이건호
ME20-444,2020-09-03 9:53,KHW(해상),Sundry Products,국내,한화오션 (주),한화오션 (주),이자영
ME20-443,2020-09-03 9:36,전대수,Ancilaries,국내,정엔지니어링(주),(No_Tax)금호석유화학(주)에너지,이건호
ME20-442,2020-09-02 15:29,EPE_김성욱,Heat Exchanger Packages,국내,중앙이엠씨,보람상조라이프㈜,이건호
ME20-441,2020-09-02 14:42,안광현,Condensate Pumps,국내,(No_Tax)엘지전자(주)창원１공장,(No_Tax)엘지전자(주)창원１공장,이영훈
ME20-440,2020-09-01 9:40,GHK(DO_G),Other STAP,국내,롯데건설(주),롯데정밀화학(주),이영훈
ME20-439,2020-08-31 20:51,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME20-438,2020-08-31 18:31,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME20-437,2020-08-31 17:15,CDS(여수),Condensate Pumps,국내,금호피앤비화학주식회사,금호피앤비화학주식회사,이자영
ME20-436,2020-08-31 15:20,황태현,Steam Traps,수출,현대엔지니어링(주),현대엔지니어링(주),이영훈
ME20-435,2020-08-31 10:19,SWP,Clean & Pure Steam Generators,국내,(주)마더스제약,(주)마더스제약,이건호
ME20-434,2020-08-31 9:40,HSY(중부),Water Treatment,국내,인천환경공단 송도사업소,인천환경공단 송도사업소,황규효(PC)
ME20-433,2020-08-28 14:34,KHW(해상),Other STAP,국내,하이에어코리아서비스(주),하이에어코리아서비스(주),이영훈
ME20-432,2020-08-27 20:27,임현섭,Sundry Products,국내,삼성바이오로직스 주식회사,삼성바이오로직스 주식회사,박병호
ME20-431,2020-08-27 14:01,OSK(HVAC),Sundry Products,국내,(주)포스코건설,(주)포스코건설,이자영
ME20-430,2020-08-27 11:25,DWC(인천),Other STAP,국내,SK인천석유화학(주),SK인천석유화학(주),이영훈
ME20-429,2020-08-27 11:14,박기철,Other STAP,수출,한엔지니어링,디아이지에어가스(주)반월,이영훈
ME20-428,2020-08-27 11:04,KHW(해상),Steam Traps,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이자영
ME20-427,2020-08-26 15:05,황태현,Condensate Pumps,수출,현대엔지니어링(주),PT.PUPUK KALIMANTAN TIMUR,이영훈
ME20-426,2020-08-26 9:56,임현섭,Pressure Controls,국내,삼성바이오로직스 주식회사,삼성바이오로직스 주식회사,박병호
ME20-425,2020-08-25 10:46,엄주석,PNEL Controls,국내,한양이엔지,듀폰코리아 (천안),유명훈
ME20-424,2020-08-24 18:32,KHP(서부),Condensate Pumps,국내,한화토탈에너지스 주식회사,한화토탈에너지스 주식회사,이자영
ME20-423,2020-08-24 14:11,OSK(HVAC),Water Treatment,국내,현대건설(주),연세의료원,황규효(PC)
ME20-422,2020-08-24 11:16,JWK(전주),Pressure Controls,국내,(주)삼양사전주공장,(주)삼양사전주공장,이영훈
ME20-421,2020-08-24 9:50,전대수,Condensate Pumps,국내,정엔지니어링(주),(No_Tax)(주)엘지화학 (월내동),김영민
ME20-420,2020-08-21 16:06,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME20-419,2020-08-21 15:36,하태욱,Other STAP,수출,서주엔지니어링,서주엔지니어링,박병호
ME20-418,2020-08-21 13:42,KHW(해상),Ancilaries,국내,하이에어코리아(주),하이에어코리아(주),이영훈
ME20-417,2020-08-21 9:47,신의철,Heat Exchanger Packages,국내,주식회사 테크로스환경서비스,주식회사 테크로스환경서비스,유명훈
ME20-416,2020-08-20 11:15,김형욱,PNEL Controls,국내,(주)노무라마이크로사이언스코리아,삼성전자(주)평택,이건호
ME20-415,2020-08-20 8:51,DNJ(울산),Steam Traps,국내,(No_Tax)에스케이케미칼(주),(No_Tax)에스케이케미칼(주),김영민
ME20-414,2020-08-19 18:01,HSL(SGS),Water Treatment,국내,도레이배터리세퍼레이터필름 한국유한회사,도레이배터리세퍼레이터필름 한국유한회사,황규효(PC)
ME20-413,2020-08-19 16:53,OSK(HVAC),Sundry Products,국내,(주)김앤드이,매일경제사옥,이자영
ME20-412,2020-08-19 14:57,황태현,Steam Traps,수출,에스케이에코플랜트(주),PT 페트라(Patra) SK,박병호
ME20-411,2020-08-19 11:32,황태현,,국내,(주)한화건설,한화토탈에너지스 주식회사,박병호
ME20-410,2020-08-19 11:25,동부이엔씨,Pressure Controls,국내,한국남동발전(주)분당발전본부,한국남동발전(주)분당발전본부,이건호
ME20-409,2020-08-14 9:54,박기철,Steam Traps,국내,기아㈜광명,기아㈜광명,유명훈
ME20-408,2020-08-13 14:12,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME20-407,2020-08-13 13:57,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME20-406,2020-08-13 9:00,남철규,Water Treatment,국내,(주)탑에너지솔루션,(주)탑에너지솔루션,황규효(PC)
ME20-405,2020-08-13 8:37,HGN_김해성,Steam Traps,국내,현대밸브콘트롤(주),강릉안인화력발전소,박병호
ME20-404,2020-08-12 13:58,박준혁,ABCO,국내,(주)영풍 석포제련소,(주)영풍 석포제련소,김영민
ME20-403,2020-08-11 11:12,오영근,Desuperheater & TVR,국내,한화솔루션(주) 티디아이,한화솔루션(주) 티디아이,이건호
ME20-401,2020-08-11 11:07,SWP,PNEL Controls,국내,삼성이앤에이(주),이연제약(충주),유명훈
ME20-400,2020-08-11 11:03,YJW,Water Treatment,국내,(주)농심아산공장,(주)농심아산공장,황규효(PC)
ME20-399,2020-08-11 9:38,HSE_이재현,Steam Traps,국내,삼정펄프주식회사,삼정펄프주식회사,이자영
ME20-398,2020-08-11 9:26,김원근,CAM Sundries,수출,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,이영훈
ME20-397,2020-08-10 16:52,김민곤,Heat Exchanger Packages,국내,에이치디현대오씨아이주식회사,에이치디현대오씨아이주식회사,유명훈
ME20-396,2020-08-08 14:02,박근국,Other STAP,국내,(주)소현이엔씨,(주)대두식품,김영민
ME20-395,2020-08-07 17:05,권혁미,PNEL Controls,국내,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,이건호
ME20-394,2020-08-07 14:20,전대수,Ancilaries,국내,주식회사 제이아이테크,금호미쓰이화학(주),박병호
ME20-393,2020-08-07 9:08,HSL(SGS),Water Treatment,국내,코오롱인더스트리(주) 구미공장,코오롱인더스트리(주) 구미공장,황규효(PC)
ME20-392,2020-08-07 8:59,HSL(SGS),Water Treatment,국내,코오롱인더스트리(주) 구미공장,코오롱인더스트리(주) 구미공장,황규효(PC)
ME20-391,2020-08-06 17:07,박준혁,ABCO,국내,(주)영풍 석포제련소,(주)영풍 석포제련소,김영민
ME20-390,2020-08-06 14:30,박준혁,Other STAP,국내,(주)영풍 석포제련소,(주)영풍 석포제련소,김영민
ME20-389,2020-08-06 10:12,EPE_박진성,Steam Traps,국내,삼성전기(주)부산공장,삼성전기(주)부산공장,유명훈
ME20-388,2020-08-04 13:40,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME20-387,2020-08-04 13:14,CML,Sundry Products,국내,고양로지스틱스파크,고양로지스틱스파크,이자영
ME20-386,2020-08-03 17:08,KHW(해상),"기타(P&ID, etc.)",국내,장엔지니어링,비에이치아이주식회사,박병호
ME20-385,2020-08-03 13:29,박수성,Clean & Pure Steam Generators,국내,(재)포항 성모병원,(재)포항 성모병원,이건호
ME20-384,2020-08-03 9:08,HSK(산업2),Water Treatment,국내,현대제철 당진공장,현대제철 당진공장,황규효(PC)
ME20-383,2020-07-30 18:17,전대수,Condensate Pumps,국내,정엔지니어링(주),(No_Tax)(주)엘지화학 (화치동),김영민
ME20-382,2020-07-30 10:34,조효진,Steam Traps,수출,현대엔지니어링(주),현대엔지니어링(주),박병호
ME20-381,2020-07-28 16:22,BSI(HVAC),Sundry Products,국내,한사코엔지니어링(주),에스케이에코플랜트(주),이자영
ME20-380,2020-07-28 17:13,지한웅,Heat Exchanger Packages,국내,(주)다원엔지니어링,현대제철 당진공장,유명훈
ME20-379,2020-07-28 15:08,KHP(서부),Ancilaries,국내,(주)하이테크엔지니어링,롯데케미칼 주식회사 대산공장,박병호
ME20-378,2020-07-28 8:44,김규현,SI Humidifiers,국내,주식회사 녹색에너지,삼성전자(주)평택,박병호
ME20-377,2020-07-28 8:41,SYL(울산),Steam Traps,국내,용산케미칼(주)울산공장,용산케미칼(주)울산공장,이자영
ME20-376,2020-07-24 11:36,HSE_김경복,Other STAP,국내,(주)켐스코,삼성생명공익재단삼성노블카운티,김영민
ME20-375,2020-07-23 20:07,이윤석,Steam Traps,국내,서우첨단소재 주식회사,서우첨단소재 주식회사,황규효(PC)
ME20-374,2020-07-23 15:41,전대수,Condensate Pumps,국내,(주)하이테크엔지니어링,(No_Tax)금호폴리켐(주)여수공장,김영민
ME20-373,2020-07-23 13:16,남철규,ABCO,국내,주식회사 한신비텍,주식회사 한신비텍,김영민
ME20-372,2020-07-22 17:47,지한웅,Sundry Products,국내,(주)다원엔지니어링,현대제철 당진공장,이영훈
ME20-371,2020-07-22 13:27,JTK(인천),Condensate Pumps,국내,대한제당(주),대한제당(주),김영민
ME20-370,2020-07-22 10:43,KHW(해상),Sundry Products,국내,장엔지니어링,장엔지니어링,박병호
ME20-369,2020-07-22 9:45,임현섭,Pressure Controls,국내,삼성바이오로직스 주식회사,삼성바이오로직스 주식회사,김영민
ME20-368,2020-07-21 14:44,백성윤,Ancilaries,국내,디엘이앤씨 주식회사,에이치디현대케미칼주식회사,이자영
ME20-367,2020-07-21 10:35,HSE_김경복,Other STAP,국내,주식회사 한영엔지니어링,(No_Tax)(주)농심안성공장,김영민
ME20-366,2020-07-21 9:42,HSK(산업2),Water Treatment,국내,(주)로터스엔지니어링,에이치엘비에너지주식회사,황규효(PC)
ME20-365,2020-07-20 17:18,남철규,SI Humidifiers,국내,(주)삼화에이스,삼성바이오로직스 주식회사,박병호
ME20-364,2020-07-20 13:39,GHK(DO_G),Ancilaries,수출,롯데건설(주),롯데정밀화학(주),이영훈
ME20-363,2020-07-20 10:35,SYL(울산),Steam Traps,국내,애경케미칼(주)울산공장,애경케미칼(주)울산공장,김영민
ME20-362,2020-07-16 15:48,남철규,ABCO,국내,주식회사 한신비텍,이연제약(충주),김영민
ME20-361,2020-07-16 15:48,남철규,ABCO,국내,주식회사 한신비텍,이연제약(충주),김영민
ME20-360,2020-07-16 10:45,박기철,PNEL Controls,국내,(주)듀어코리아,(주)듀어코리아,유명훈
ME20-359,2020-07-16 9:17,SYL(울산),Steam Traps,국내,애경케미칼(주)울산공장,애경케미칼(주)울산공장,김영민
ME20-358,2020-07-15 18:13,김원근,Heat Exchanger Packages,수출,현대중공업(주)-선박,현대중공업(주)-선박,이건호
ME20-357,2020-07-15 17:23,GHK(DO_G),Ancilaries,수출,삼성이앤에이(주),삼성이앤에이(주),이영훈
ME20-356,2020-07-14 9:15,JWK(전주),PAV & Monnier,국내,현대자동차(주)전주공장,현대자동차(주)전주공장,김영민
ME20-355,2020-07-10 17:49,SYL(울산),Steam Traps,국내,애경케미칼(주)울산공장,애경케미칼(주)울산공장,이영훈
ME20-354,2020-07-10 17:04,YJW,Water Treatment,국내,롯데제과(주) 평택공장,롯데제과(주) 평택공장,황규효(PC)
ME20-353,2020-07-10 16:16,하태욱,Other STAP,수출,서주엔지니어링,서주엔지니어링,이영훈
ME20-352,2020-07-10 15:07,KHW(해상),Ancilaries,국내,한화오션 (주),한화오션 (주),김영민
ME20-351,2020-07-10 14:51,김형욱,Clean & Pure Steam Generators,수출,(주) 풀무원,(주) 풀무원,이건호
ME20-350,2020-07-10 10:32,THK(설계),Heat Exchanger Packages,국내,하이멕,힐스테이트송정1단지,유명훈
ME20-349,2020-07-09 16:35,SYL(울산),Other STAP,국내,애경케미칼(주)울산공장,애경케미칼(주)울산공장,김영민
ME20-348,2020-07-09 11:42,김원근,Steam Traps,수출,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,박병호
ME20-347,2020-07-09 11:32,박준혁,PNEL Controls,국내,(주)영풍 석포제련소,(주)영풍 석포제련소,김영민
ME20-346,2020-07-08 15:12,안광현,Heat Exchanger Packages,국내,(No_Tax)엘지전자(주)창원１공장,(No_Tax)엘지전자(주)창원１공장,이건호
ME20-345,2020-07-08 9:26,황태현,Ancilaries,국내,현대건설(주),에이치디현대케미칼주식회사,이자영
ME20-344,2020-07-08 9:19,황태현,Ancilaries,국내,롯데건설(주),에이치디현대케미칼주식회사,이자영
